VHI_Parea data for UKR  Province= 6: Donets'k,  from 1981 to 2018<br>The data below were extracted from weekly files like: ../NPP_VH/4km/ts_L1_v1/ByWeek/VHP_L1_VHI_Parea_201301.txt<br><tt><pre>year,week,, provinceID, 0, 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95,100
2015 03   0.00,  0.00,  0.04,  0.13,  0.84,  2.21,  3.49,  8.75, 13.26, 16.84, 15.51, 15.33, 11.27,  5.30,  4.55,  1.46,  0.75,  0.22,  0.04,  0.00,  0.00
2015 04   0.00,  0.00,  0.00,  0.00,  0.62,  2.39,  5.00,  9.06, 14.50, 17.73, 17.24, 13.17,  9.50,  6.45,  2.70,  1.19,  0.35,  0.04,  0.04,  0.00,  0.00
2015 05   0.00,  0.00,  0.00,  0.09,  1.41,  3.71,  6.76, 11.89, 17.33, 18.48, 16.67, 12.69,  6.32,  3.36,  0.97,  0.22,  0.09,  0.00,  0.00,  0.00,  0.00
2015 06   0.00,  0.00,  0.04,  0.62,  2.87,  4.95, 10.65, 15.43, 18.44, 17.02, 15.52,  9.42,  3.09,  1.37,  0.40,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00
2015 07   0.00,  0.00,  0.35,  1.90,  4.82,  8.53, 12.07, 16.98, 16.58, 14.99, 13.88,  6.90,  2.08,  0.62,  0.27,  0.04,  0.00,  0.00,  0.00,  0.00,  0.00
2015 08   0.00,  0.09,  1.02,  3.27,  6.14,  9.63, 14.10, 15.42, 16.17, 13.70, 14.45,  4.37,  1.33,  0.22,  0.09,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2015 09   0.00,  0.22,  1.77,  4.33,  8.31, 11.67, 13.43, 15.64, 15.29, 13.21, 13.48,  2.39,  0.27,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2015 10   0.00,  0.27,  2.30,  5.39, 10.08, 12.68, 13.43, 15.42, 14.27, 12.59, 12.37,  1.15,  0.04,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2015 11   0.00,  0.22,  1.86,  5.57,  9.54, 11.89, 14.45, 14.89, 15.95, 12.42, 10.69,  2.21,  0.27,  0.04,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2015 12   0.00,  0.04,  1.02,  3.67,  6.85, 11.53, 13.96, 15.33, 15.73, 14.05, 10.87,  5.61,  1.19,  0.13,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2015 13   0.00,  0.00,  0.75,  2.25,  5.21,  9.59, 13.17, 14.89, 16.57, 15.78, 10.30,  7.29,  3.36,  0.71,  0.09,  0.00,  0.04,  0.00,  0.00,  0.00,  0.00
2015 14   0.00,  0.00,  0.44,  2.08,  5.52,  9.81, 12.42, 15.95, 17.23, 16.04,  9.37,  7.11,  2.92,  0.97,  0.09,  0.00,  0.04,  0.00,  0.00,  0.00,  0.00
2015 15   0.00,  0.00,  0.53,  1.99,  5.26,  9.90, 10.96, 15.55, 17.63, 17.23,  8.88,  7.11,  3.62,  1.15,  0.18,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
2015 16   0.00,  0.00,  0.49,  2.21,  4.99,  8.84, 11.14, 13.52, 17.28, 17.28, 11.22,  6.58,  4.37,  1.72,  0.35,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
